original,text,category,doi,similarity
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Medical training programs are increasingly incorporating modules on cultural competence to improve communication with diverse patient populations.,distant,10.1371/journal.pone.0307701,0.6771493339894945
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Self-management programs for arthritis emphasize joint protection techniques and tailored exercise regimens to maintain function over time.,distant,10.1371/journal.pone.0307701,0.654680832321536
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Economic assessments of healthcare interventions focus on balancing cost-effectiveness measures with overall patient satisfaction and quality of life outcomes.,distant,10.1371/journal.pone.0307701,0.6684990135056799
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,"The migration patterns of monarch butterflies involve a multi-generational journey from North America to central Mexico, guided by instinct and environmental cues.",unrelated,10.1371/journal.pone.0307701,0.637679803064165
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Early experiments in quantum electrodynamics established foundational principles that later influenced modern particle physics research.,unrelated,10.1371/journal.pone.0307701,0.6212103238690261
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Urban planners are increasingly integrating green roofing systems to reduce stormwater runoff and mitigate the heat island effect in dense cities.,unrelated,10.1371/journal.pone.0307701,0.6056054555658515
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,"The preservation of ancient manuscripts requires careful control of humidity and light exposure, alongside advanced digitization techniques for archival access.",unrelated,10.1371/journal.pone.0307701,0.6188328685005954
This theme encompasses three key components: history taking to understand patient limitations and prior treatments; looking for specific pain causes while recognizing that CNCP rarely has a single and specific cause; and exploring psychosocial dimensions including patient's interpretation of their pain and psychological factors affecting pain processing.,Economic historians argue that the introduction of coinage in ancient Lydia transformed trade networks across the Mediterranean basin.,unrelated,10.1371/journal.pone.0307701,0.6012994760093117
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Stressed the significance of building trust through ongoing care and transparent dialogue. Doctors noted that discussions are central to managing chronic pain, necessitating time to clarify pain mechanisms, reassure patients, and refrain from making negative remarks about earlier treatments.",same,10.1371/journal.pone.0307701,0.8760823468317223
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Highlighted the need to develop trust via consistent care and honest communication. Clinicians shared that conversations play the key role in chronic pain management, demanding time to outline pain processes, offer reassurance, and avoid disparaging comments about prior therapies.",same,10.1371/journal.pone.0307701,0.8624501218056219
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Underlined the value of trust cultivated through continuous attention and open conversation. Physicians observed that talking with patients is crucial in treating chronic pain, requiring ample time to explain pain pathways, provide reassurance, and not criticize previous interventions.",same,10.1371/journal.pone.0307701,0.883804983240995
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Pointed out the critical role of nurturing trust by maintaining ongoing care and openness in communication. Medical professionals emphasized that dialogue is the most vital aspect of chronic pain management, involving time to describe pain mechanisms, reassure patients, and steer clear of negative statements about past treatments.",same,10.1371/journal.pone.0307701,0.8918694245798422
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Reiterated the importance of establishing trust through sustained care and frank discussions. Doctors emphasized that patient conversations are indispensable in addressing chronic pain, needing sufficient time to discuss pain mechanisms, give reassurance, and avoid unconstructive comments regarding earlier care.",same,10.1371/journal.pone.0307701,0.8708646605539017
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Doctors stressed building trust by maintaining ongoing support and clear dialogue. They noted that discussions play a central role in chronic pain management, making it essential to spend time clarifying the causes of pain and offering reassurance, while steering clear of criticism toward earlier care.",close,10.1371/journal.pone.0307701,0.8693524773707193
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","The need to cultivate trust through consistent attention and transparent exchange was underscored. Clinicians observed that patient conversations are key when addressing chronic pain, involving careful explanation of pain processes, reassurance, and avoiding disparaging remarks about prior treatments.",close,10.1371/journal.pone.0307701,0.8528047453746612
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Physicians pointed out that trust grows from steady, attentive care and honest conversation. Speaking with patients forms the backbone of chronic pain management—requiring detailed explanations of pain origins, reassurance, and refraining from negative judgment on past interventions.",close,10.1371/journal.pone.0307701,0.8407980627443438
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Building trust via reliable care and open dialogue was seen as vital. Practitioners emphasized how discussions support chronic pain treatment, by taking time to describe pain pathways, reassure sufferers, and avoid critical comments regarding earlier medical approaches.",close,10.1371/journal.pone.0307701,0.863777180577905
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Establishing trust through persistent care and candid conversation was considered essential. Providers stated that engaging patients in meaningful talks is central to chronic pain control, including elucidating pain mechanisms, offering encouragement, and steering away from unfavorable commentary on past therapies.",close,10.1371/journal.pone.0307701,0.8458193098063339
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Some practitioners focused primarily on helping patients develop coping strategies for chronic pain, such as mindfulness and gradual activity increase, rather than spending extended time discussing pain biology.",diverging,10.1371/journal.pone.0307701,0.7142919812470168
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Physicians often turned their attention toward coordinating treatment plans across multiple providers, aiming to improve continuity in care, but emphasising efficiency over lengthy conversations.",diverging,10.1371/journal.pone.0307701,0.7266093963423729
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","A number of clinicians preferred using structured education materials to convey information about chronic pain, believing this could streamline patient understanding and reduce reliance on verbal explanations.",diverging,10.1371/journal.pone.0307701,0.729307046789718
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","In some cases, healthcare professionals saw value in setting clear boundaries and treatment expectations early, prioritising goal-setting over reassurance in patient interactions.",diverging,10.1371/journal.pone.0307701,0.706247391939079
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Several doctors stressed that building trust is easier when patients see tangible progress from interventions, recommending practical demonstrations of pain relief techniques instead of focusing on prior treatment history.",diverging,10.1371/journal.pone.0307701,0.7240012244860866
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Research into chronic pain often examines how lifestyle changes, including regular exercise and dietary adjustments, can influence patient outcomes.",distant,10.1371/journal.pone.0307701,0.7188760712340315
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.",Some clinics are shifting focus toward integrated mental health services to address anxiety and depression that commonly accompany longstanding health conditions.,distant,10.1371/journal.pone.0307701,0.6820210485735592
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Public health campaigns aim to improve awareness about preventive strategies for musculoskeletal disorders, targeting workplace ergonomics and posture education.",distant,10.1371/journal.pone.0307701,0.6727629558688839
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Digital platforms for remote monitoring allow patients to share daily symptom data with care teams, enabling timely interventions without in-person visits.",distant,10.1371/journal.pone.0307701,0.6991512467842995
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","Recent studies explore the use of mindfulness-based programs as adjunct therapies, evaluating their effect on quality of life and emotional resilience in individuals with persistent pain.",distant,10.1371/journal.pone.0307701,0.7246686787619796
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.",The construction of Gothic cathedrals often relied on flying buttresses to support large stained glass windows and expansive stone walls.,unrelated,10.1371/journal.pone.0307701,0.6022333335674346
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.",Quantum computing exploits the principles of superposition and entanglement to perform certain calculations exponentially faster than classical systems.,unrelated,10.1371/journal.pone.0307701,0.6182424119205632
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.","In competitive chess, mastering endgame strategies is crucial for converting small advantages into a decisive victory.",unrelated,10.1371/journal.pone.0307701,0.6577612978767213
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.",The migration patterns of monarch butterflies involve a multi-generational journey from North America to central Mexico each year.,unrelated,10.1371/journal.pone.0307701,0.618262091455976
"Emphasized the importance of fostering trust through continuous care and open communication. Physicians highlighted that conversations are the most important thing in managing chronic pain, requiring time to explain pain mechanisms and reassure patients while avoiding negative comments about previous treatments.",Economic historians note that the introduction of paper money in Song Dynasty China significantly altered trade and commerce in the region.,unrelated,10.1371/journal.pone.0307701,0.612501400938271
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Explored how socioeconomic factors (ability to work, financial means for treatments) and patients' perspectives on pain shaped their approach to management. Insurance benefits influenced which treatments were prioritised, with doctors occasionally suggesting covered options over those that might be more effective.",same,10.1371/journal.pone.0307701,0.8780663265470602
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Examined the impact of socioeconomic circumstances (work capacity, funds available for treatment) and patient attitudes toward pain on strategy choices. Treatment order was often dictated by insurance coverage, as physicians sometimes proposed insured therapies instead of potentially superior alternatives.",same,10.1371/journal.pone.0307701,0.8930188658121261
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Considered how socioeconomic conditions (employment capability, monetary resources for treatment) and patients’ views on pain affected their chosen management strategies. Insurance plans frequently guided prioritisation, with physicians at times recommending covered treatments over possibly more effective ones.",same,10.1371/journal.pone.0307701,0.9114318643911848
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Analysed the role of socioeconomic status (capacity for employment, financial resources available for care) and patient pain perceptions in determining management approaches. Insurance coverage influenced which therapies were prioritised, and doctors occasionally selected covered options rather than potentially more beneficial ones.",same,10.1371/journal.pone.0307701,0.8851341176584849
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Discussed how socioeconomic circumstances (ability to work, available funds for medical care) and patient attitudes toward pain shaped their management strategies. Treatment decisions were often guided by insurance coverage, with physicians sometimes opting for covered interventions instead of potentially more effective treatments.",same,10.1371/journal.pone.0307701,0.9082474537293954
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Explored how financial factors and work ability, along with patients’ perspectives on pain, shaped the choices they made in managing it. Health insurance often dictated which treatments were pursued, with doctors occasionally suggesting reimbursable options rather than those that might be more effective.",close,10.1371/journal.pone.0307701,0.837256915017633
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Investigated the role of economic conditions and job status, as well as patient outlook on pain, in guiding their treatment plans. Coverage limitations influenced decision-making, leading some physicians to recommend therapies ensured by insurance over others with potentially greater benefit.",close,10.1371/journal.pone.0307701,0.8519431827792701
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Considered how employment constraints, monetary access to care, and individuals’ attitudes toward discomfort impacted their treatment decisions. Insurance benefits steered priorities, prompting providers at times to prefer covered interventions to alternatives that might yield better outcomes.",close,10.1371/journal.pone.0307701,0.817391566300565
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Analysed the influence of available financial means and ability to work, alongside patient views on pain, on managing strategies. Treatment selection often fell in line with insurance provisions, even when uncovered methods could offer superior results.",close,10.1371/journal.pone.0307701,0.8419037826756071
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Examined how job capacity, treatment affordability, and patient perceptions of pain shaped therapeutic approaches. Insurance coverage frequently played a decisive role, with physicians sometimes advising options within policy limits rather than the possibly more effective non-covered treatments.",close,10.1371/journal.pone.0307701,0.8451732671689826
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Physicians were influenced not only by coverage limits but also by patient communication styles, often tailoring plans to those more proactive in seeking alternatives when standard options failed.",diverging,10.1371/journal.pone.0307701,0.7117275012369406
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Financial strain sometimes led patients to delay or avoid treatment altogether, shifting their focus toward coping mechanisms rather than medical interventions.",diverging,10.1371/journal.pone.0307701,0.7129756758518522
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Some healthcare providers considered community support structures and accessibility to local clinics when advising patients, even if these recommendations were not the most technologically advanced treatments.",diverging,10.1371/journal.pone.0307701,0.7125959559690864
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",Patients’ willingness to engage in long-term rehabilitation programs often outweighed their immediate pain relief needs in shaping physician recommendations.,diverging,10.1371/journal.pone.0307701,0.7449211353888753
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Medical decisions could be guided by the social contexts patients lived in, such as proximity to treatment facilities and availability of family assistance, independent of insurance considerations.",diverging,10.1371/journal.pone.0307701,0.71366751240698
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Some clinics struggled to coordinate between primary care and specialist services, leading to delays in implementing rehabilitation programs.",distant,10.1371/journal.pone.0307701,0.6819600499720646
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",Community health initiatives focused on improving access to preventative screenings in underserved neighborhoods.,distant,10.1371/journal.pone.0307701,0.6737044303200967
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",A lack of consistent follow-up procedures resulted in gaps in monitoring patient progress after initial diagnosis.,distant,10.1371/journal.pone.0307701,0.6674138342286645
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Telemedicine adoption accelerated during public health emergencies, enabling patients to consult with physicians remotely.",distant,10.1371/journal.pone.0307701,0.6817855398392503
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",Researchers examined how urban design impacts residents’ opportunities for physical activity and wellness.,distant,10.1371/journal.pone.0307701,0.673894556235499
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",The migration patterns of monarch butterflies are influenced by seasonal changes and the availability of milkweed plants along their flight paths.,unrelated,10.1371/journal.pone.0307701,0.6352430284087937
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Early Renaissance painters developed techniques for creating perspective, revolutionising the representation of space in visual art.",unrelated,10.1371/journal.pone.0307701,0.6164331562054643
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.","Quantum entanglement describes a physical phenomenon where particles remain interconnected, sharing state information, even when separated over large distances.",unrelated,10.1371/journal.pone.0307701,0.6215823379695046
"Addressed how socioeconomic situations (employment capacity, financial resources for treatments) and patient attitudes toward pain influenced management strategies. Insurance coverage determined treatment prioritization, with physicians sometimes recommending covered therapies over potentially more effective options.",The process of brewing beer involves converting the starches in cereal grains into sugars and fermenting them with yeast to produce alcohol.,unrelated,10.1371/journal.pone.0307701,0.620440126230572
